,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,8,0,0,3,0,0
NV,1,117,1,0,3,0,1
BCC,0,0,8,5,1,1,0
AKIEC,0,1,1,4,2,0,0
BKL,1,9,1,0,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
