,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,7,0,0,2,0,0
NV,3,112,2,0,4,0,2
BCC,0,0,11,4,0,0,0
AKIEC,0,1,1,3,3,0,0
BKL,6,9,0,0,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,0,0,0,2
