,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,4,0,0,4,0,0
NV,0,114,3,0,3,1,2
BCC,0,0,12,2,1,0,0
AKIEC,0,1,2,3,2,0,0
BKL,1,7,1,1,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
