,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,9,0,1,3,0,0
NV,1,116,2,0,2,1,1
BCC,0,0,8,4,1,2,0
AKIEC,0,1,1,4,2,0,0
BKL,4,10,1,0,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
