,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,19,0,0,0,2,0,0
NV,5,110,5,0,1,2,0
BCC,0,1,10,2,1,1,0
AKIEC,0,1,0,5,2,0,0
BKL,3,1,1,1,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
