,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,1,0,0,10,1,1
NV,11,79,6,2,10,7,8
BCC,0,0,8,2,1,3,1
AKIEC,1,0,0,1,2,4,0
BKL,3,1,0,1,12,5,0
DF,0,0,0,0,0,1,0
VASC,0,0,1,0,0,0,2
