,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,2,0,1,5,0,0
NV,10,92,5,2,9,2,3
BCC,0,0,12,1,0,1,1
AKIEC,0,0,0,3,4,1,0
BKL,4,0,4,1,12,1,0
DF,0,0,1,0,0,0,0
VASC,0,0,1,0,0,0,2
