,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,0,1,0,5,0,0
NV,13,84,5,3,11,2,5
BCC,0,0,11,3,0,0,1
AKIEC,1,0,3,2,2,0,0
BKL,2,0,3,0,15,1,1
DF,0,0,1,0,0,0,0
VASC,0,0,2,0,0,0,1
