,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,3,0,1,4,0,0
NV,10,91,1,1,15,2,3
BCC,0,0,12,2,0,0,1
AKIEC,0,0,1,4,3,0,0
BKL,1,0,2,2,16,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
