,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,1,0,1,5,1,0
NV,11,89,5,2,9,3,4
BCC,0,0,11,1,0,2,1
AKIEC,0,1,1,3,2,1,0
BKL,0,1,4,1,14,2,0
DF,0,0,1,0,0,0,0
VASC,0,0,2,0,0,0,1
