,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,0,0,2,7,0,2
NV,14,71,10,1,11,0,16
BCC,0,0,8,5,1,0,1
AKIEC,0,0,1,6,1,0,0
BKL,2,0,1,4,14,0,1
DF,0,0,0,0,0,1,0
VASC,0,0,1,0,0,0,2
