,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,4,0,0,4,0,0
NV,2,113,2,0,4,1,1
BCC,0,0,11,2,2,0,0
AKIEC,0,1,1,3,3,0,0
BKL,4,8,0,0,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
