,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,7,0,0,4,0,0
NV,2,114,1,0,6,0,0
BCC,0,0,11,1,2,0,1
AKIEC,1,1,0,0,6,0,0
BKL,2,11,0,0,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,2,0,0,0,0,1
