,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,0,13,0,1,7,0,0
NV,0,113,1,0,9,0,0
BCC,0,0,10,3,1,0,1
AKIEC,0,2,2,0,4,0,0
BKL,0,11,0,3,8,0,0
DF,0,1,0,0,0,0,0
VASC,0,2,1,0,0,0,0
