,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,5,0,0,3,0,0
NV,1,118,2,0,2,0,0
BCC,0,0,9,3,1,2,0
AKIEC,0,1,3,2,2,0,0
BKL,2,9,1,0,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
