,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,10,0,0,4,0,0
NV,1,116,1,0,4,1,0
BCC,0,0,11,1,2,1,0
AKIEC,0,1,1,4,2,0,0
BKL,3,11,1,0,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
