,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,12,0,0,4,0,0
NV,0,117,1,0,5,0,0
BCC,0,2,11,1,1,0,0
AKIEC,0,3,2,1,2,0,0
BKL,0,13,1,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
