,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,2,1,0,6,0,0
NV,1,112,3,0,6,0,1
BCC,0,0,9,4,1,1,0
AKIEC,0,1,1,2,4,0,0
BKL,3,6,3,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
