,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,2,0,5,1,0,0
NV,8,99,1,9,6,0,0
BCC,0,0,1,14,0,0,0
AKIEC,1,0,0,6,1,0,0
BKL,2,7,1,6,6,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,1,1,0,0,0
