,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,1,3,0,0
NV,17,98,0,0,8,0,0
BCC,1,0,9,3,2,0,0
AKIEC,1,1,1,1,4,0,0
BKL,5,5,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
