,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,2,17,0,0,2,0,0
NV,0,118,0,0,5,0,0
BCC,0,0,9,5,0,0,1
AKIEC,0,2,0,1,5,0,0
BKL,0,14,0,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
