,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,5,1,0,5,0,0
NV,0,116,6,0,1,0,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,4,2,1,0,0
BKL,1,1,0,0,20,0,0
DF,1,0,0,0,0,0,0
VASC,0,0,0,0,0,0,3
