,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,1,1,0,2,0,0
NV,4,115,4,0,0,0,0
BCC,0,0,12,0,1,2,0
AKIEC,0,1,0,5,2,0,0
BKL,0,1,1,1,19,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
