,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,0,0,4,0,0
NV,1,119,1,0,2,0,0
BCC,0,4,6,1,4,0,0
AKIEC,1,3,1,0,3,0,0
BKL,0,6,0,0,16,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,0,0,2,0,0
