,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,1,0,0,4,3,0
NV,0,113,2,1,2,5,0
BCC,1,0,8,4,0,2,0
AKIEC,0,1,1,4,2,0,0
BKL,2,3,0,1,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
