,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,0,0,1,6,0,0
NV,0,113,2,1,3,2,2
BCC,1,0,8,4,0,2,0
AKIEC,0,1,1,4,2,0,0
BKL,2,2,0,1,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
