,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,5,15,0,5,0,0,0,1,0,3,0
BCC,1,244,0,5,0,0,0,6,2,7,0
BEN_OTH,0,2,0,0,0,0,0,1,2,0,0
BKL,4,24,0,10,0,0,0,2,5,1,0
DF,0,1,0,0,0,0,0,0,3,1,0
INF,0,3,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,3,0,0,0,13,18,1,0
NV,0,3,0,2,0,0,0,8,53,0,0
SCCKA,1,28,0,6,0,0,0,0,1,22,0
VASC,0,1,0,0,0,0,0,0,1,0,0
