,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,4,13,0,7,0,0,0,1,1,3,0
BCC,3,242,0,6,0,0,0,5,2,7,0
BEN_OTH,0,2,0,0,0,0,0,1,2,0,0
BKL,3,23,0,11,0,0,0,2,5,2,0
DF,0,1,0,0,0,0,0,0,3,1,0
INF,0,3,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,6,0,0,0,9,19,1,0
NV,0,2,0,3,0,0,0,7,54,0,0
SCCKA,0,26,0,6,0,0,0,0,1,25,0
VASC,0,1,0,0,0,0,0,1,0,0,0
