,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,19,0,8,0,0,0,0,0,2,0
BCC,0,241,0,4,0,0,0,5,7,8,0
BEN_OTH,0,2,0,0,0,0,0,0,3,0,0
BKL,0,22,0,12,0,0,0,1,6,5,0
DF,0,1,0,0,0,0,0,0,3,1,0
INF,0,4,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,8,0,6,0,0,0,8,20,2,0
NV,0,2,0,2,0,0,0,7,54,1,0
SCCKA,0,33,0,4,0,0,0,0,1,20,0
VASC,0,0,0,0,0,0,0,1,1,0,0
