,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,5,15,0,4,0,0,0,1,1,3,0
BCC,0,246,0,4,0,0,0,5,6,4,0
BEN_OTH,0,2,0,0,0,0,0,1,2,0,0
BKL,2,23,0,11,0,0,0,3,6,1,0
DF,0,1,0,0,0,0,0,0,3,1,0
INF,0,3,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,9,0,3,0,0,0,11,20,0,0
NV,0,2,0,1,0,0,0,7,56,0,0
SCCKA,1,32,0,4,0,0,0,0,1,20,0
VASC,0,0,0,0,0,0,0,1,1,0,0
