,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,7,12,0,5,0,0,0,1,1,3,0
BCC,4,238,0,5,0,0,0,8,2,8,0
BEN_OTH,0,2,0,0,0,0,0,2,1,0,0
BKL,4,21,0,10,0,0,0,3,6,2,0
DF,0,1,0,0,0,0,0,0,3,1,0
INF,0,3,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,7,0,3,0,0,0,12,20,0,0
NV,0,2,0,2,0,0,0,8,54,0,0
SCCKA,3,21,0,5,0,0,0,1,1,27,0
VASC,0,1,0,0,0,0,0,1,0,0,0
