,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,4,13,0,7,0,0,0,1,1,3,0
BCC,4,243,0,5,0,0,0,7,1,5,0
BEN_OTH,0,2,0,0,0,0,0,1,2,0,0
BKL,4,23,0,10,0,0,0,2,5,2,0
DF,0,1,0,1,0,0,0,0,3,0,0
INF,0,3,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,7,0,4,0,0,0,11,19,1,0
NV,0,2,0,2,0,0,0,10,52,0,0
SCCKA,3,25,0,8,0,0,0,1,1,20,0
VASC,0,2,0,0,0,0,0,0,0,0,0
