,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,2,19,0,0,0,0,0
NV,3,120,0,0,0,0,0
BCC,0,15,0,0,0,0,0
AKIEC,0,8,0,0,0,0,0
BKL,1,21,0,0,0,0,0
DF,0,1,0,0,0,0,0
VASC,0,3,0,0,0,0,0
