,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,0,0,1,3,1,1
NV,7,102,2,1,8,2,1
BCC,1,0,8,4,0,2,0
AKIEC,1,0,1,5,0,1,0
BKL,0,1,0,3,17,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
