,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,1,0,3,3,2,0
NV,5,102,3,1,8,3,1
BCC,1,0,8,4,0,2,0
AKIEC,0,1,1,5,1,0,0
BKL,0,1,1,2,17,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
