,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,0,1,4,4,0,0
NV,10,88,5,3,10,3,4
BCC,1,0,7,4,0,3,0
AKIEC,1,0,1,5,1,0,0
BKL,1,0,1,4,14,2,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
