,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,0,4,0,0
NV,2,119,2,0,0,0,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,1,1,0,1,18,1,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,0,0,2
