,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,4,0,4,2,1,0
NV,0,115,4,2,1,1,0
BCC,0,0,13,2,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,3,3,0,4,11,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
