,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,1,1,2,0,0
NV,4,112,2,0,4,1,0
BCC,0,0,12,3,0,0,0
AKIEC,2,0,0,3,3,0,0
BKL,1,4,0,1,16,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
