,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,0,4,0,0
NV,0,116,1,0,6,0,0
BCC,1,0,13,0,0,0,1
AKIEC,0,5,1,0,2,0,0
BKL,1,12,1,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,2,1,0,0,0,0
