,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,9,0,0,3,0,0
NV,5,107,5,0,4,0,2
BCC,0,0,11,3,0,0,1
AKIEC,0,2,0,4,2,0,0
BKL,1,8,1,0,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
