,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,7,1,0,4,0,0
NV,2,114,2,0,4,1,0
BCC,1,0,9,5,0,0,0
AKIEC,1,1,0,3,3,0,0
BKL,2,4,0,1,15,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
