,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,0,5,0,0
NV,6,112,1,0,4,0,0
BCC,1,0,10,3,1,0,0
AKIEC,1,2,0,3,2,0,0
BKL,1,9,1,0,11,0,0
DF,0,0,0,1,0,0,0
VASC,1,1,1,0,0,0,0
