,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,1,1,2,0,0
NV,2,112,3,0,4,1,1
BCC,0,0,12,3,0,0,0
AKIEC,1,1,1,3,2,0,0
BKL,1,7,0,1,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
