,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,9,1,0,3,0,0
NV,4,114,0,0,5,0,0
BCC,1,0,10,3,0,0,1
AKIEC,2,3,0,2,1,0,0
BKL,0,10,1,1,9,1,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
