,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,7,1,1,3,0,0
NV,5,111,2,0,3,1,1
BCC,0,0,11,4,0,0,0
AKIEC,1,1,0,3,3,0,0
BKL,0,7,0,1,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,0,0,1,1
