,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,5,0,0,3,0,0
NV,1,115,1,0,6,0,0
BCC,1,0,11,2,0,0,1
AKIEC,0,5,1,0,2,0,0
BKL,2,11,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,2,0,0,0,0
