,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,7,0,1,7,0,1
NV,0,117,1,0,5,0,0
BCC,0,0,11,2,0,0,2
AKIEC,0,3,2,0,3,0,0
BKL,1,7,1,1,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
