,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,1,1,3,0,0
NV,3,115,1,0,3,1,0
BCC,0,0,11,4,0,0,0
AKIEC,1,2,0,4,1,0,0
BKL,1,6,0,1,13,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,0,0,1,1
