,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,6,1,0,5,0,0
NV,6,109,2,0,4,1,1
BCC,0,0,9,5,0,1,0
AKIEC,0,2,0,5,1,0,0
BKL,1,5,0,1,15,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,0,0,0,1,2
