,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,6,0,0,3,0,0
NV,2,112,2,0,7,0,0
BCC,0,0,9,4,1,0,1
AKIEC,0,4,0,2,2,0,0
BKL,2,12,0,2,6,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
