,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,3,1,1,4,0,0
NV,2,118,2,0,1,0,0
BCC,0,1,11,1,1,1,0
AKIEC,1,3,1,2,1,0,0
BKL,0,5,0,3,14,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
