,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,5,1,0,6,0,0
NV,0,112,1,0,9,1,0
BCC,0,0,13,2,0,0,0
AKIEC,0,3,0,3,2,0,0
BKL,2,9,0,2,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
