,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,9,1,0,3,0,0
NV,2,112,0,0,8,1,0
BCC,0,0,15,0,0,0,0
AKIEC,0,3,0,3,2,0,0
BKL,3,7,1,1,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
