,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,9,2,0,3,0,0
NV,1,112,2,0,7,1,0
BCC,0,0,12,3,0,0,0
AKIEC,0,2,0,3,3,0,0
BKL,2,8,1,1,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
