,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,10,1,0,2,0,0
NV,0,116,2,0,4,0,1
BCC,0,0,15,0,0,0,0
AKIEC,0,3,5,0,0,0,0
BKL,2,10,1,0,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
