,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,4,0,0,3,0,0
NV,1,116,2,0,4,0,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,0,6,1,0,0
BKL,1,0,0,1,19,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
