,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,0,0,0,3,0,0
NV,2,113,2,0,6,0,0
BCC,0,0,13,2,0,0,0
AKIEC,0,0,0,7,1,0,0
BKL,1,2,1,1,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
