,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,1,0,0,4,1,1
NV,1,118,2,0,2,0,0
BCC,0,0,14,1,0,0,0
AKIEC,0,2,0,5,1,0,0
BKL,1,3,0,1,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
