,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,0,1,1,3,2,0
NV,14,88,6,0,5,8,2
BCC,0,0,12,2,0,1,0
AKIEC,1,1,1,5,0,0,0
BKL,0,0,0,1,20,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
