,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,0,3,1,0
NV,3,110,4,0,5,1,0
BCC,1,0,13,1,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,2,1,0,1,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
