,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,0,2,1,4,1,0
NV,5,95,7,3,5,8,0
BCC,0,0,12,1,0,2,0
AKIEC,0,1,2,4,1,0,0
BKL,0,0,2,3,16,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,0,0,0,0,3
