,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,0,1,0,2,0,0
NV,5,107,4,3,2,2,0
BCC,0,0,12,2,0,1,0
AKIEC,0,1,1,5,1,0,0
BKL,3,1,0,2,15,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
