,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,1,3,0,0
NV,4,111,2,2,1,3,0
BCC,0,0,12,1,1,1,0
AKIEC,0,1,1,5,1,0,0
BKL,1,2,0,3,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
